"","indic_is.ind_type.unit.geo.time","X2017","X2016","X2015","X2014","X2013","X2012","X2011","X2010","X2009","X2008","X2007","X2006","X2005","X2004","X2003","X2002"
"493","I_B3_12,CC_FOR,PC_IND_ILT12,DE","11 ","11 ","11 ","11 ","10 ","10 ","14 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"494","I_B3_12,CC_FOR,PC_IND_ILT12,DK","14 ","12 ","7 ","12 ","11 ","13 ",": ","16 ",": ",": ",": ",": ",": ",": ",": ",": "
"495","I_B3_12,CC_FOR,PC_IND_ILT12,EA","12 ","13 ","13 ","10 ","10 ","13 ","11 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"496","I_B3_12,CC_FOR,PC_IND_ILT12,EE","14 ","11 ","10 ","9 b","6 ","3 ","3 ","4 ",": ",": ",": ",": ",": ",": ",": ",": "
"497","I_B3_12,CC_FOR,PC_IND_ILT12,EL","3 ","12 ","13 ","6 ","3 ","9 ","3 ","5 ",": ",": ",": ",": ",": ",": ",": ",": "
"498","I_B3_12,CC_FOR,PC_IND_ILT12,ES","12 ","12 ","12 ","11 ","9 ","11 ","8 ","8 ",": ",": ",": ",": ",": ",": ",": ",": "
"499","I_B3_12,CC_FOR,PC_IND_ILT12,EU15","11 ","11 ","11 ","10 ","10 ","11 ","11 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"500","I_B3_12,CC_FOR,PC_IND_ILT12,EU27","12 ","11 ","11 ","10 ","10 ","11 ","11 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"501","I_B3_12,CC_FOR,PC_IND_ILT12,EU28","12 ","11 ","11 ","10 ","10 ","11 ","11 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"502","I_B3_12,CC_FOR,PC_IND_ILT12,FI","4 u","18 u","9 u","16 u","10 u","12 u","11 u",": ",": ",": ",": ",": ",": ",": ",": ",": "
"503","I_B3_12,CC_FOR,PC_IND_ILT12,FR","18 ","18 ","17 ","13 ","15 ","24 ","17 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"504","I_B3_12,CC_FOR,PC_IND_ILT12,HR",": u",": u",": u","6 u",": u",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"505","I_B3_12,CC_FOR,PC_IND_ILT12,HU","17 ","20 ","8 ","14 ","8 u","8 u","18 u","11 ",": ",": ",": ",": ",": ",": ",": ",": "
"506","I_B3_12,CC_FOR,PC_IND_ILT12,IE","11 ","26 ","9 ","9 ","12 ",": ","12 ","13 ",": ",": ",": ",": ",": ",": ",": ",": "
"507","I_B3_12,CC_FOR,PC_IND_ILT12,IS","17 ",": ",": ","16 ","24 ","14 ","14 ",": u",": ",": ",": ",": ",": ",": ",": ",": "
"508","I_B3_12,CC_FOR,PC_IND_ILT12,IT","8 ","9 ","11 ","7 ","5 ",": u","5 ",": u",": ",": ",": ",": ",": ",": ",": ",": "
"509","I_B3_12,CC_FOR,PC_IND_ILT12,LT","12 u","7 u","13 u","2 u","5 u","4 ","5 u",": u",": ",": ",": ",": ",": ",": ",": ",": "
"510","I_B3_12,CC_FOR,PC_IND_ILT12,LU","12 ","10 ","14 ","12 ","12 ","12 ","13 ","15 ",": ",": ",": ",": ",": ",": ",": ",": "
"511","I_B3_12,CC_FOR,PC_IND_ILT12,LV","14 ","12 b","11 ","11 ","11 ","9 ","11 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"512","I_B3_12,CC_FOR,PC_IND_ILT12,ME",": u",": ",": ",": ",": ","2 u",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"513","I_B3_12,CC_FOR,PC_IND_ILT12,MK",": u",": u",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"514","I_B3_12,CC_FOR,PC_IND_ILT12,MT","6 u","0 u","10 u","8 ","12 u","6 u","24 u","11 ",": ",": ",": ",": ",": ",": ",": ",": "
"515","I_B3_12,CC_FOR,PC_IND_ILT12,NL","7 ","10 ","14 ","14 ","5 u","15 u","19 ","16 ",": ",": ",": ",": ",": ",": ",": ",": "
"516","I_B3_12,CC_FOR,PC_IND_ILT12,NO","16 ","13 ","15 ","19 ","14 ","12 ","11 ","18 ",": ",": ",": ",": ",": ",": ",": ",": "
"517","I_B3_12,CC_FOR,PC_IND_ILT12,PL",": u",": u",": u","9 u","6 ",": u",": u",": ",": ",": ",": ",": ",": ",": ",": ",": "
"518","I_B3_12,CC_FOR,PC_IND_ILT12,PT","6 ","11 ","5 ","14 ","12 ","9 ","12 ",": u",": ",": ",": ",": ",": ",": ",": ",": "
"519","I_B3_12,CC_FOR,PC_IND_ILT12,RO","2 u","3 u",": u",": bu",": u",": u",": u","0 ",": ",": ",": ",": ",": ",": ",": ",": "
"520","I_B3_12,CC_FOR,PC_IND_ILT12,RS",": u",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"521","I_B3_12,CC_FOR,PC_IND_ILT12,SE","17 u","11 b","11 u","9 ","11 ","18 u","9 ","17 ",": ",": ",": ",": ",": ",": ",": ",": "
"522","I_B3_12,CC_FOR,PC_IND_ILT12,SI","9 ","6 u","12 u","12 u",": u","4 u",": u","0 ",": ",": ",": ",": ",": ",": ",": ",": "
"523","I_B3_12,CC_FOR,PC_IND_ILT12,SK",": u",": u",": u",": u",": u",": u",": u","23 ",": ",": ",": ",": ",": ",": ",": ",": "
"524","I_B3_12,CC_FOR,PC_IND_ILT12,UK","8 ","3 ","4 ","8 ","10 ","6 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"525","I_B3_12,CC_NAT,PC_IND,AT","8 ","10 ","10 ","10 ","9 ","9 ","9 ","11 ",": ",": ",": ",": ",": ",": ",": ",": "
"526","I_B3_12,CC_NAT,PC_IND,BE","11 ","11 ","13 ","13 ","12 ","12 ","13 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"527","I_B3_12,CC_NAT,PC_IND,BG","6 ","6 ","7 ","6 ","4 ","4 ","2 ","2 ",": ",": ",": ",": ",": ",": ",": ",": "
"528","I_B3_12,CC_NAT,PC_IND,CH","5 b",": ",": ","7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"529","I_B3_12,CC_NAT,PC_IND,CY","7 ","7 ","5 ","4 ","5 ","5 ","5 ","4 ",": ",": ",": ",": ",": ",": ",": ",": "
"530","I_B3_12,CC_NAT,PC_IND,CZ","21 ","18 ","19 ","17 ","15 ","15 ","14 ","13 ",": ",": ",": ",": ",": ",": ",": ",": "
"531","I_B3_12,CC_NAT,PC_IND,DE","9 ","10 ","9 ","9 ","9 ","9 ","10 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"532","I_B3_12,CC_NAT,PC_IND,DK","11 ","10 ","12 ","11 ","13 ","13 ",": ","14 ",": ",": ",": ",": ",": ",": ",": ",": "
"533","I_B3_12,CC_NAT,PC_IND,EA","10 ","11 ","11 ","10 ","10 ","10 ","10 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"534","I_B3_12,CC_NAT,PC_IND,EE","12 ","12 ","14 ","13 b","7 ","7 ","5 ","4 ",": ",": ",": ",": ",": ",": ",": ",": "
"535","I_B3_12,CC_NAT,PC_IND,EL","6 ","8 ","8 ","6 ","8 ","5 ","5 ","4 ",": ",": ",": ",": ",": ",": ",": ",": "
"536","I_B3_12,CC_NAT,PC_IND,ES","10 ","9 ","10 ","10 ","9 ","9 ","8 ","7 ",": ",": ",": ",": ",": ",": ",": ",": "
"537","I_B3_12,CC_NAT,PC_IND,EU15","9 ","10 ","10 ","10 ","10 ","10 ","10 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"538","I_B3_12,CC_NAT,PC_IND,EU27","9 ","10 ","10 ","10 ","9 ","10 ","9 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"539","I_B3_12,CC_NAT,PC_IND,EU28","9 ","10 ","10 ","10 ","9 ","10 ","9 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"540","I_B3_12,CC_NAT,PC_IND,FI","14 ","20 ","20 ","16 ","17 ","18 ","16 ","18 ",": ",": ",": ",": ",": ",": ",": ",": "
"541","I_B3_12,CC_NAT,PC_IND,FR","13 ","13 ","15 ","14 ","15 ","15 ","13 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"542","I_B3_12,CC_NAT,PC_IND,HR","8 ","8 ","5 ","6 ","8 ","7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"543","I_B3_12,CC_NAT,PC_IND,HU","12 ","12 ","13 ","12 ","12 ","11 ","10 ","8 ",": ",": ",": ",": ",": ",": ",": ",": "
"544","I_B3_12,CC_NAT,PC_IND,IE","9 ","17 ","7 ","7 ","9 ","10 ","9 ","8 ",": ",": ",": ",": ",": ",": ",": ",": "
"545","I_B3_12,CC_NAT,PC_IND,IS","20 ",": ",": ","19 ","21 ","20 ","18 ","16 ",": ",": ",": ",": ",": ",": ",": ",": "
"546","I_B3_12,CC_NAT,PC_IND,IT","9 ","9 ","8 ","7 ","6 ",": u","5 ",": u",": ",": ",": ",": ",": ",": ",": ",": "
"547","I_B3_12,CC_NAT,PC_IND,LT","9 ","9 ","10 ","7 ","7 ","6 ","5 ","4 ",": ",": ",": ",": ",": ",": ",": ",": "
"548","I_B3_12,CC_NAT,PC_IND,LU","10 ","9 ","15 ","12 ","12 ","10 ","13 ","13 ",": ",": ",": ",": ",": ",": ",": ",": "
"549","I_B3_12,CC_NAT,PC_IND,LV","13 ","14 b","11 ","10 ","11 ","11 ","10 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"550","I_B3_12,CC_NAT,PC_IND,ME","5 ",": ",": ",": ",": ","2 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"551","I_B3_12,CC_NAT,PC_IND,MK","5 ","4 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"552","I_B3_12,CC_NAT,PC_IND,MT","9 ","8 ","7 ","6 ","7 ","7 ","10 ","6 ",": ",": ",": ",": ",": ",": ",": ",": "
"553","I_B3_12,CC_NAT,PC_IND,NL","11 ","11 ","12 ","12 ","14 ","13 ","15 ","15 ",": ",": ",": ",": ",": ",": ",": ",": "
"554","I_B3_12,CC_NAT,PC_IND,NO","15 ","17 ","15 ","17 ","17 ","14 ","16 ","18 ",": ",": ",": ",": ",": ",": ",": ",": "
"555","I_B3_12,CC_NAT,PC_IND,PL","12 ","11 ","13 ","10 ","9 ","10 ","10 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"556","I_B3_12,CC_NAT,PC_IND,PT","9 ","8 ","8 ","9 ","10 ","9 ","8 ","5 ",": ",": ",": ",": ",": ",": ",": ",": "
"557","I_B3_12,CC_NAT,PC_IND,RO","5 ","4 ","3 ","4 b","4 ","2 ","2 ","1 ",": ",": ",": ",": ",": ",": ",": ",": "
"558","I_B3_12,CC_NAT,PC_IND,RS","10 ",": ","7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"559","I_B3_12,CC_NAT,PC_IND,SE","13 ","13 b","15 ","14 ","16 ","16 ","18 ","16 ",": ",": ",": ",": ",": ",": ",": ",": "
"560","I_B3_12,CC_NAT,PC_IND,SI","11 ","11 ","11 ","11 ","12 ","12 ","11 ","10 ",": ",": ",": ",": ",": ",": ",": ",": "
"561","I_B3_12,CC_NAT,PC_IND,SK","12 ","15 ","15 ","17 ","15 ","15 ","14 ","15 ",": ",": ",": ",": ",": ",": ",": ",": "
"562","I_B3_12,CC_NAT,PC_IND,UK","4 ","5 ","6 ","6 ","6 ","9 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"563","I_B3_12,CC_NAT,PC_IND_ILT12,AT","10 ","11 ","12 ","13 ","11 ","11 ","12 ","15 ",": ",": ",": ",": ",": ",": ",": ",": "
"564","I_B3_12,CC_NAT,PC_IND_ILT12,BE","12 ","12 ","15 ","16 ","14 ","15 ","15 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"565","I_B3_12,CC_NAT,PC_IND_ILT12,BG","10 ","9 ","11 ","11 ","8 ","7 ","4 ","4 ",": ",": ",": ",": ",": ",": ",": ",": "
"566","I_B3_12,CC_NAT,PC_IND_ILT12,CH","5 b",": ",": ","7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"567","I_B3_12,CC_NAT,PC_IND_ILT12,CY","9 ","9 ","7 ","5 ","8 ","8 ","9 ","7 ",": ",": ",": ",": ",": ",": ",": ",": "
"568","I_B3_12,CC_NAT,PC_IND_ILT12,CZ","25 ","22 ","23 ","21 ","19 ","20 ","19 ","19 ",": ",": ",": ",": ",": ",": ",": ",": "
"569","I_B3_12,CC_NAT,PC_IND_ILT12,DE","9 ","11 ","10 ","10 ","10 ","11 ","12 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"570","I_B3_12,CC_NAT,PC_IND_ILT12,DK","11 ","11 ","12 ","12 ","13 ","14 ",": ","15 ",": ",": ",": ",": ",": ",": ",": ",": "
"571","I_B3_12,CC_NAT,PC_IND_ILT12,EA","12 ","13 ","13 ","13 ","13 ","13 ","13 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"572","I_B3_12,CC_NAT,PC_IND_ILT12,EE","13 ","13 ","15 ","14 b","9 ","9 ","7 ","5 ",": ",": ",": ",": ",": ",": ",": ",": "
"573","I_B3_12,CC_NAT,PC_IND_ILT12,EL","9 ","11 ","12 ","9 ","12 ","8 ","9 ","8 ",": ",": ",": ",": ",": ",": ",": ",": "
"574","I_B3_12,CC_NAT,PC_IND_ILT12,ES","11 ","11 ","13 ","13 ","13 ","12 ","12 ","11 ",": ",": ",": ",": ",": ",": ",": ",": "
"575","I_B3_12,CC_NAT,PC_IND_ILT12,EU15","10 ","11 ","12 ","12 ","12 ","13 ","13 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"576","I_B3_12,CC_NAT,PC_IND_ILT12,EU27","11 ","12 ","13 ","12 ","12 ","13 ","13 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"577","I_B3_12,CC_NAT,PC_IND_ILT12,EU28","11 ","12 ","13 ","12 ","12 ","13 ","13 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"578","I_B3_12,CC_NAT,PC_IND_ILT12,FI","15 ","21 ","22 ","17 ","18 ","20 ","18 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"579","I_B3_12,CC_NAT,PC_IND_ILT12,FR","14 ","15 ","17 ","16 ","17 ","17 ","17 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"580","I_B3_12,CC_NAT,PC_IND_ILT12,HR","12 ","11 ","7 ","9 ","11 ","11 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"581","I_B3_12,CC_NAT,PC_IND_ILT12,HU","15 ","15 ","17 ","16 ","16 ","15 ","14 ","12 ",": ",": ",": ",": ",": ",": ",": ",": "
"582","I_B3_12,CC_NAT,PC_IND_ILT12,IE","11 ","21 ","9 ","9 ","11 ","13 ","12 ","12 ",": ",": ",": ",": ",": ",": ",": ",": "
"583","I_B3_12,CC_NAT,PC_IND_ILT12,IS","21 ",": ",": ","19 ","22 ","20 ","19 ","17 ",": ",": ",": ",": ",": ",": ",": ",": "
"584","I_B3_12,CC_NAT,PC_IND_ILT12,IT","13 ","13 ","12 ","11 ","10 ",": u","9 ",": u",": ",": ",": ",": ",": ",": ",": ",": "
"585","I_B3_12,CC_NAT,PC_IND_ILT12,LT","11 ","12 ","14 ","10 ","10 ","9 ","8 ","7 ",": ",": ",": ",": ",": ",": ",": ",": "
"586","I_B3_12,CC_NAT,PC_IND_ILT12,LU","10 ","10 ","15 ","13 ","12 ","11 ","14 ","14 ",": ",": ",": ",": ",": ",": ",": ",": "
"587","I_B3_12,CC_NAT,PC_IND_ILT12,LV","15 ","17 b","14 ","13 ","14 ","14 ","14 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"588","I_B3_12,CC_NAT,PC_IND_ILT12,ME","6 ",": ",": ",": ",": ","4 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"589","I_B3_12,CC_NAT,PC_IND_ILT12,MK","7 ","6 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"590","I_B3_12,CC_NAT,PC_IND_ILT12,MT","11 ","10 ","9 ","8 ","11 ","9 ","14 ","10 ",": ",": ",": ",": ",": ",": ",": ",": "
"591","I_B3_12,CC_NAT,PC_IND_ILT12,NL","11 ","12 ","12 ","13 ","14 ","14 ","17 ","16 ",": ",": ",": ",": ",": ",": ",": ",": "
"592","I_B3_12,CC_NAT,PC_IND_ILT12,NO","15 ","17 ","15 ","18 ","18 ","15 ","17 ","19 ",": ",": ",": ",": ",": ",": ",": ",": "
"593","I_B3_12,CC_NAT,PC_IND_ILT12,PL","15 ","15 ","18 ","14 ","14 ","15 ","15 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"594","I_B3_12,CC_NAT,PC_IND_ILT12,PT","12 ","11 ","12 ","14 ","15 ","14 ","14 ","10 ",": ",": ",": ",": ",": ",": ",": ",": "
"595","I_B3_12,CC_NAT,PC_IND_ILT12,RO","7 ","6 ","5 ","7 b","7 ","5 ","5 ","3 ",": ",": ",": ",": ",": ",": ",": ",": "
"596","I_B3_12,CC_NAT,PC_IND_ILT12,RS","14 ",": ","11 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"597","I_B3_12,CC_NAT,PC_IND_ILT12,SE","14 ","14 b","17 ","15 ","16 ","17 ","19 ","17 ",": ",": ",": ",": ",": ",": ",": ",": "
"598","I_B3_12,CC_NAT,PC_IND_ILT12,SI","14 ","14 ","15 ","15 ","16 ","17 ","15 ","15 ",": ",": ",": ",": ",": ",": ",": ",": "
"599","I_B3_12,CC_NAT,PC_IND_ILT12,SK","15 ","19 ","19 ","21 ","18 ","19 ","18 ","19 ",": ",": ",": ",": ",": ",": ",": ",": "
"600","I_B3_12,CC_NAT,PC_IND_ILT12,UK","4 ","5 ","6 ","7 ","7 ","10 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"601","I_B3_12,EMPL_UNE,PC_IND,AT","9 ","10 ","12 ","10 ","9 ","11 ","10 ","12 ",": u",": u",": u","10 ",": ",": ",": ",": "
"602","I_B3_12,EMPL_UNE,PC_IND,BE","12 ","11 ","15 ","15 ","14 ","14 ","15 ","13 ","13 ","9 ","8 ","7 ",": ",": ",": ",": "
"603","I_B3_12,EMPL_UNE,PC_IND,BG","8 ","6 ","8 ","8 ","5 ","5 ","3 ","2 ",": u","1 ","1 ",": u",": ",": ",": ",": "
"604","I_B3_12,EMPL_UNE,PC_IND,CH","5 b",": ",": ","6 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"605","I_B3_12,EMPL_UNE,PC_IND,CY","9 ","8 ","5 ","4 ","5 ","5 ","7 ","4 ","4 ","3 ","3 ","2 ",": ",": ",": ",": "
"606","I_B3_12,EMPL_UNE,PC_IND,CZ","25 ","21 ","22 ","20 ","18 ","17 ","17 ","15 ","14 ","11 ","10 ",": u",": ",": ",": ",": "
"607","I_B3_12,EMPL_UNE,PC_IND,DE","8 ","10 ","9 ","9 ","9 ","10 ","11 ","13 ","13 ","12 ","12 ","12 ",": ",": ",": ",": "
"608","I_B3_12,EMPL_UNE,PC_IND,DK","10 ","9 ","12 ","11 ","12 ","13 ","13 ","14 ","15 ",": u",": ","28 ",": ",": ",": ",": "
"609","I_B3_12,EMPL_UNE,PC_IND,EA","11 ","11 ","12 ","11 ","11 ","11 ","11 ","11 ","11 ","10 ","9 ","8 ",": ",": ",": ",": "
"610","I_B3_12,EMPL_UNE,PC_IND,EE","13 ","13 ","15 ","13 b","8 ","8 ","6 ","5 ","6 ","4 ",": u",": u",": ",": ",": ",": "
"611","I_B3_12,EMPL_UNE,PC_IND,EL","7 ","9 ","10 ","7 ","10 ","6 ","6 ","5 ","3 ","4 ","4 ","2 ",": ",": ",": ",": "
"612","I_B3_12,EMPL_UNE,PC_IND,ES","11 ","10 ","12 ","12 ","11 ","10 ","10 ","8 ","9 ","8 ","7 ","6 ",": ",": ",": ",": "
"613","I_B3_12,EMPL_UNE,PC_IND,EU15","10 ","10 ","11 ","10 ","10 ","11 ","11 ","11 ","11 ","10 ","9 ","8 ",": ",": ",": ",": "
"614","I_B3_12,EMPL_UNE,PC_IND,EU25",": ",": ",": ",": ",": ",": ",": ","11 ","10 ","10 ","9 ","8 ",": ",": ",": ",": "
"615","I_B3_12,EMPL_UNE,PC_IND,EU27","10 ","11 ","11 ","11 ","10 ","11 ","10 ","10 ","10 ","10 ","8 ","7 ",": ",": ",": ",": "
"616","I_B3_12,EMPL_UNE,PC_IND,EU28","10 ","11 ","11 ","11 ","10 ","11 ","10 ","10 ","10 ","9 ","8 ",": ",": ",": ",": ",": "
"617","I_B3_12,EMPL_UNE,PC_IND,FI","14 ","20 ","22 ","17 ","18 ","20 ","17 ","19 ","19 ","20 ","17 ","16 ",": ",": ",": ",": "
"618","I_B3_12,EMPL_UNE,PC_IND,FR","13 ","14 ","16 ","14 ","15 ","16 ","15 ","15 ","14 ","14 ","10 ",": u",": ",": ",": ",": "
"619","I_B3_12,EMPL_UNE,PC_IND,HR","10 ","10 ","7 ","7 ","9 ","9 ","7 ","6 ","5 ","2 ","4 ",": ",": ",": ",": ",": "
"620","I_B3_12,EMPL_UNE,PC_IND,HU","15 ","14 ","16 ","15 ","14 ","13 ","12 ","10 ","9 ","7 ","5 ","3 ",": ",": ",": ",": "
"621","I_B3_12,EMPL_UNE,PC_IND,IE","10 ","19 ","8 ","8 ","9 ","12 ","10 ","10 ","9 ","7 ","8 ","8 ",": ",": ",": ",": "
"622","I_B3_12,EMPL_UNE,PC_IND,IS","19 ",": ",": ","18 ","21 ","19 ","18 ","16 ","19 ",": u","18 ","19 ",": ",": ",": ",": "
"623","I_B3_12,EMPL_UNE,PC_IND,IT","11 ","11 ","10 ","9 ","7 ","7 ","7 ","7 ","6 ","6 ","4 ","4 ",": ",": ",": ",": "
"624","I_B3_12,EMPL_UNE,PC_IND,LT","10 ","11 ","11 ","9 ","8 ","7 ","6 ","5 ","3 ","2 ","2 ","2 ",": ",": ",": ",": "
"625","I_B3_12,EMPL_UNE,PC_IND,LU","10 ","9 ","12 ","12 ","10 ","9 ","12 ","13 ","12 ","13 ","10 ","9 ",": ",": ",": ",": "
"626","I_B3_12,EMPL_UNE,PC_IND,LV","14 ","16 b","13 ","12 ","13 ","12 ","12 ","10 ","13 ","8 ","6 ","4 ",": ",": ",": ",": "
"627","I_B3_12,EMPL_UNE,PC_IND,ME","6 ",": ",": ",": ",": ","3 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"628","I_B3_12,EMPL_UNE,PC_IND,MK","5 ","4 ","4 ","4 ","2 ","2 ",": ",": u",": u",": u",": ",": u",": ",": ",": ",": "
"629","I_B3_12,EMPL_UNE,PC_IND,MT","11 ","10 ","9 ","6 ","10 ","8 ","12 ","7 ","8 ","9 ","7 ","4 ",": ",": ",": ",": "
"630","I_B3_12,EMPL_UNE,PC_IND,NL","10 ","11 ","13 ","12 ","14 ","13 ","16 ","16 ","16 ","15 ","14 ","14 ",": ",": ",": ",": "
"631","I_B3_12,EMPL_UNE,PC_IND,NO","14 ","17 ","15 ","17 ","17 ","14 ","16 ","19 ","18 ","19 ","17 ","15 ",": ",": ",": ",": "
"632","I_B3_12,EMPL_UNE,PC_IND,PL","13 ","13 ","16 ","11 ","11 ","12 ","12 ","10 ","6 ","8 ","5 ","4 ",": ",": ",": ",": "
"633","I_B3_12,EMPL_UNE,PC_IND,PT","10 ","9 ","10 ","11 ","12 ","11 ","10 ",": u",": u",": u",": u",": u",": ",": ",": ",": "
"634","I_B3_12,EMPL_UNE,PC_IND,RO","6 ","5 ","4 ","5 b","5 ","3 ","3 ","2 ",": u","2 ","1 ","1 ",": ",": ",": ",": "
"635","I_B3_12,EMPL_UNE,PC_IND,RS","11 ",": ","9 ",": ",": ",": ",": ",": ","2 ",": ","1 ",": ",": ",": ",": ",": "
"636","I_B3_12,EMPL_UNE,PC_IND,SE","14 ","12 b","17 ","13 ","15 ","16 ","19 ","17 ","20 ","17 ","15 ","17 ",": ",": ",": ",": "
"637","I_B3_12,EMPL_UNE,PC_IND,SI","13 ","13 ","14 ","13 ","14 ","13 ","13 ","12 ","11 ","7 ","8 ","6 ",": ",": ",": ",": "
"638","I_B3_12,EMPL_UNE,PC_IND,SK","14 ","18 ","18 ","20 ","17 ","17 ","16 ","17 ","14 ","11 ","7 ","5 ",": ",": ",": ",": "
"639","I_B3_12,EMPL_UNE,PC_IND,TR","8 ","7 ","7 ","6 ","4 ","3 ",": ","2 ","2 ","2 ","1 ",": ",": ",": ",": ",": "
"640","I_B3_12,EMPL_UNE,PC_IND,UK","5 ","5 ","5 ","7 ","7 ","9 ","8 ","7 ",": u",": u",": u",": u",": ",": ",": ",": "
"641","I_B3_12,EMPL_UNE,PC_IND_ILT12,AT","9 ","11 ","13 ","11 ","10 ","12 ","11 ","14 ",": u",": u",": u","13 ",": ",": ",": ",": "
"642","I_B3_12,EMPL_UNE,PC_IND_ILT12,BE","12 ","12 ","16 ","16 ","15 ","15 ","16 ","15 ","15 ","11 ","10 ","9 ",": ",": ",": ",": "
"643","I_B3_12,EMPL_UNE,PC_IND_ILT12,BG","10 ","9 ","11 ","11 ","8 ","7 ","4 ","4 ",": u","2 ","3 ",": u",": ",": ",": ",": "
"644","I_B3_12,EMPL_UNE,PC_IND_ILT12,CH","5 b",": ",": ","6 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"645","I_B3_12,EMPL_UNE,PC_IND_ILT12,CY","10 ","9 ","6 ","6 ","7 ","7 ","10 ","7 ","7 ","6 ","6 ","5 ",": ",": ",": ",": "
"646","I_B3_12,EMPL_UNE,PC_IND_ILT12,CZ","26 ","23 ","24 ","22 ","20 ","20 ","20 ","19 ","19 ","15 ","17 ",": u",": ",": ",": ",": "
"647","I_B3_12,EMPL_UNE,PC_IND_ILT12,DE","9 ","10 ","10 ","10 ","10 ","11 ","12 ","14 ","14 ","14 ","14 ","14 ",": ",": ",": ",": "
"648","I_B3_12,EMPL_UNE,PC_IND_ILT12,DK","10 ","9 ","12 ","12 ","12 ","14 ","14 ","15 ","16 ",": u",": ","30 ",": ",": ",": ",": "
"649","I_B3_12,EMPL_UNE,PC_IND_ILT12,EA","11 ","12 ","13 ","12 ","13 ","13 ","13 ","14 ","14 ","14 ","12 ","12 ",": ",": ",": ",": "
"650","I_B3_12,EMPL_UNE,PC_IND_ILT12,EE","13 ","14 ","15 ","14 b","9 ","9 ","7 ","6 ","7 ","5 ",": u",": u",": ",": ",": ",": "
"651","I_B3_12,EMPL_UNE,PC_IND_ILT12,EL","9 ","11 ","13 ","9 ","13 ","9 ","9 ","8 ","5 ","7 ","8 ","6 ",": ",": ",": ",": "
"652","I_B3_12,EMPL_UNE,PC_IND_ILT12,ES","11 ","11 ","14 ","13 ","13 ","13 ","12 ","11 ","12 ","11 ","10 ","10 ",": ",": ",": ",": "
"653","I_B3_12,EMPL_UNE,PC_IND_ILT12,EU15","10 ","11 ","12 ","11 ","12 ","12 ","12 ","13 ","13 ","13 ","12 ","12 ",": ",": ",": ",": "
"654","I_B3_12,EMPL_UNE,PC_IND_ILT12,EU25",": ",": ",": ",": ",": ",": ",": ","13 ","13 ","13 ","12 ","12 ",": ",": ",": ",": "
"655","I_B3_12,EMPL_UNE,PC_IND_ILT12,EU27","11 ","12 ","13 ","12 ","12 ","13 ","13 ","13 ","13 ","13 ","12 ","11 ",": ",": ",": ",": "
